DURATION;POPULARITY;KEY;TEMPO;LOUDNESS;MODE;PLAYLISTID;MOOD;PLAYLIST;PLAYLISTDESCRIPTION;URI;ARTIST;SONG;DANCEABILITY;ENERGY;INSTRUMENTALNESS;ACOUSTICNESS;VALENCE;LIVENESS;SPEECHINESS
0.2598074371570983;0.8282828282828283;0.8181818181818182;0.4630998069175942;0.9007925862699672;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:6kwAbEjseqBob48jCus7Sz;Sia;Elastic Heart;0.421;0.791;1.48E-5;0.0117;0.51;0.146;0.0496
0.3505127837343565;0.46464646464646464;1.0;0.14668899430287718;0.8360443848311182;0.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:1ZekzmhuM380sFcUZePjmL;Massive Attack;Teardrop - 2006 Digital Remaster;0.612;0.463;0.653;0.0204;0.176;0.183;0.035
0.221009277236193;0.6868686868686869;1.0;0.3435853734118376;0.8612852091208388;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:6rFKHZniKTOhcYnw5T55Bw;blink-182;I Miss You;0.657;0.781;5.56E-6;0.00123;0.66;0.0841;0.0341
0.18567407240444855;0.7878787878787878;0.6363636363636364;0.7987235107625563;0.884160468235581;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:2CpH1L4CUR47RARB3PgY1l;Grace;You Don't Own Me;0.336;0.664;1.31E-6;0.166;0.303;0.0575;0.102
0.2996788057927657;0.7575757575757576;0.7272727272727273;0.12823889776167433;0.862163150835264;0.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:7Lf7oSEVdzZqTA0kEDSlS5;Justin Timberlake;Cry Me a River;0.624;0.653;0.0;0.575;0.588;0.104;0.176
0.22422121930853597;0.6363636363636364;0.8181818181818182;0.1770875545279016;0.8388976954029996;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:3mmjD9G2HUUzDbFl3NRDLM;Rihanna;Take A Bow;0.697;0.467;0.0;0.248;0.581;0.0941;0.0715
0.24087004185257851;0.5858585858585859;0.18181818181818182;0.702390884603466;0.9639800024387271;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:5uA4ZpS2DTLwbHpKHlsSqd;Avril Lavigne;My Happy Ending;0.414;0.936;0.0;0.00136;0.718;0.369;0.0758
0.29906023800132164;0.6363636363636364;0.7272727272727273;0.4567888727324735;0.8459700036580904;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:6xSsJNkReuJzerqcIlBzBi;Ciara;I Bet;0.739;0.616;0.0;0.0808;0.346;0.0759;0.0621
0.17919255772018708;0.6565656565656566;0.5454545454545454;0.13506233462849512;0.9512986221192538;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:348qSa1KejmhpWgCpsfSxb;Fifth Harmony;Miss Movin' On;0.464;0.845;6.4E-6;0.0297;0.422;0.302;0.0508
0.29100476924731955;0.8787878787878788;0.18181818181818182;0.1587149293223046;0.8748689184245824;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:34gCuhDGsG4bRPIf9bb02f;Ed Sheeran;Thinking Out Loud;0.781;0.445;0.0;0.474;0.584;0.184;0.0295
0.30296630790588547;0.8585858585858586;0.2727272727272727;0.5488486567662272;0.877917327155225;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:7ilS0BPWS8ek2P2GaxH3cP;Adele;When We Were Young;0.377;0.595;0.0;0.303;0.264;0.095;0.0489
0.21592242160965938;0.6464646464646465;0.0;0.4473373697885628;0.8814778685526156;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:4ycLiPVzE5KamivXrAzGFG;CeeLo Green;Fuck You;0.69;0.834;0.0;0.129;0.745;0.136;0.0566
0.20596770640697917;0.5959595959595959;1.0;0.4388810755405115;0.9470796244360443;1.0;6dm9jZ2p8iGGTLre7nY4hf;SAD;BREAKUP SONGS;When you've come to an end there's no better cure than music for a broken heart! You never know when you need comfort so make sure you follow the best playlist for break up songs on Spotify! // FILTR;spotify:track:19qn6oU2t0E72ENA0aWNsX;P!nk;So What;0.535;0.888;2.17E-6;3.04E-4;0.439;0.324;0.0446
